央视,#genre#
深圳卫视,http://183.47.2.156:16883/udp/239.77.1.3:5146
深圳卫视,http://183.47.2.156:16883/udp/239.77.0.130:5146
湖南卫视,http://183.47.2.156:16883/udp/239.77.1.5:5146
浙江卫视,http://183.47.2.156:16883/udp/239.77.1.33:5146
江苏卫视,http://183.47.2.156:16883/udp/239.77.1.18:5146
东方卫视,http://183.47.2.156:16883/udp/239.77.1.218:5146
安徽卫视,http://183.47.2.156:16883/udp/239.77.1.92:5146
北京卫视,http://183.47.2.156:16883/udp/239.77.1.4:5146
北京卫视,http://183.47.2.156:16883/udp/239.77.1.151:5146
天津卫视,http://183.47.2.156:16883/udp/239.77.1.141:5146
天津卫视,http://183.47.2.156:16883/udp/239.77.1.182:5146
天津卫视,http://183.47.2.156:16883/udp/239.77.0.131:5146
山东卫视,http://183.47.2.156:16883/udp/239.77.1.142:5146
江西卫视,http://183.47.2.156:16883/udp/239.77.1.219:5146
湖北卫视,http://183.47.2.156:16883/udp/239.77.0.128:5146
辽宁卫视,http://183.47.2.156:16883/udp/239.77.1.103:5146
黑龙江卫视,http://183.47.2.156:16883/udp/239.77.0.124:5146
贵州卫视,http://183.47.2.156:16883/udp/239.77.1.221:5146
四川卫视,http://183.47.2.156:16883/udp/239.77.1.215:5146
河南卫视,http://183.47.2.156:16883/udp/239.77.1.229:5146
云南卫视,http://183.47.2.156:16883/udp/239.253.43.37:5146
重庆卫视,http://183.47.2.156:16883/udp/239.77.1.162:5146
河北卫视,http://183.47.2.156:16883/udp/239.77.1.214:5146
东南卫视,http://183.47.2.156:16883/udp/239.77.1.104:5146
甘肃卫视,http://183.47.2.156:16883/udp/239.77.0.189:5146
广西卫视,http://183.47.2.156:16883/udp/239.253.43.36:5146
吉林卫视,http://183.47.2.156:16883/udp/239.77.1.111:5146
青海卫视,http://183.47.2.156:16883/udp/239.253.43.125:5146
三沙卫视,http://183.47.2.156:16883/udp/239.253.43.113:5146
广东卫视,http://119.131.25.38:9003/udp/239.77.1.19:5146
广东卫视,http://119.131.25.38:9003/udp/239.77.1.152:5146
广东卫视,http://119.131.25.38:9003/udp/239.77.0.166:5146
广东大湾区卫视,http://119.131.25.38:9003/udp/239.77.0.215:5146
深圳卫视,http://119.131.25.38:9003/udp/239.77.1.3:5146
深圳卫视,http://119.131.25.38:9003/udp/239.77.0.130:5146
湖南卫视,http://119.131.25.38:9003/udp/239.77.1.5:5146
浙江卫视,http://119.131.25.38:9003/udp/239.77.1.33:5146
江苏卫视,http://119.131.25.38:9003/udp/239.77.1.18:5146
东方卫视,http://119.131.25.38:9003/udp/239.77.1.218:5146
安徽卫视,http://119.131.25.38:9003/udp/239.77.1.92:5146
北京卫视,http://119.131.25.38:9003/udp/239.77.1.4:5146
北京卫视,http://119.131.25.38:9003/udp/239.77.1.151:5146
天津卫视,http://119.131.25.38:9003/udp/239.77.1.141:5146
天津卫视,http://119.131.25.38:9003/udp/239.77.1.182:5146
天津卫视,http://119.131.25.38:9003/udp/239.77.0.131:5146
山东卫视,http://119.131.25.38:9003/udp/239.77.1.142:5146
江西卫视,http://119.131.25.38:9003/udp/239.77.1.219:5146
湖北卫视,http://119.131.25.38:9003/udp/239.77.0.128:5146
辽宁卫视,http://119.131.25.38:9003/udp/239.77.1.103:5146
黑龙江卫视,http://119.131.25.38:9003/udp/239.77.0.124:5146
贵州卫视,http://119.131.25.38:9003/udp/239.77.1.221:5146
四川卫视,http://119.131.25.38:9003/udp/239.77.1.215:5146
河南卫视,http://119.131.25.38:9003/udp/239.77.1.229:5146
云南卫视,http://119.131.25.38:9003/udp/239.253.43.37:5146
重庆卫视,http://119.131.25.38:9003/udp/239.77.1.162:5146
河北卫视,http://119.131.25.38:9003/udp/239.77.1.214:5146
东南卫视,http://119.131.25.38:9003/udp/239.77.1.104:5146
甘肃卫视,http://119.131.25.38:9003/udp/239.77.0.189:5146
广西卫视,http://119.131.25.38:9003/udp/239.253.43.36:5146
吉林卫视,http://119.131.25.38:9003/udp/239.77.1.111:5146
青海卫视,http://119.131.25.38:9003/udp/239.253.43.125:5146
三沙卫视,http://119.131.25.38:9003/udp/239.253.43.113:5146
安徽卫视,http://112.226.228.106:22222/udp/239.253.254.87:8000
北京卫视,http://112.226.228.106:22222/udp/239.253.254.85:8000
东方卫视,http://112.226.228.106:22222/udp/239.253.254.86:8000
东南卫视,http://112.226.228.106:22222/udp/239.253.254.105:8000
甘肃卫视,http://112.226.228.106:22222/udp/239.253.254.74:8000
广东卫视,http://112.226.228.106:22222/udp/239.253.254.90:8000
广西卫视,http://112.226.228.106:22222/udp/239.253.254.197:8000
贵州卫视,http://112.226.228.106:22222/udp/239.253.254.113:8000
海南卫视,http://112.226.228.106:22222/udp/239.253.254.179:8000
河北卫视,http://112.226.228.106:22222/udp/239.253.254.112:8000
河南卫视,http://112.226.228.106:22222/udp/239.253.254.190:8000
黑龙江卫视,http://112.226.228.106:22222/udp/239.253.254.93:8000
湖北卫视,http://112.226.228.106:22222/udp/239.253.254.88:8000
湖南卫视,http://112.226.228.106:22222/udp/239.253.254.82:8000
吉林卫视,http://112.226.228.106:22222/udp/239.253.254.173:8000
江苏卫视,http://112.226.228.106:22222/udp/239.253.254.83:8000
江西卫视,http://112.226.228.106:22222/udp/239.253.254.47:8000
辽宁卫视,http://112.226.228.106:22222/udp/239.253.254.92:8000
青海卫视,http://112.226.228.106:22222/udp/239.253.254.195:8000
山东卫视,http://112.226.228.106:22222/udp/239.253.254.78:8000
深圳卫视,http://112.226.228.106:22222/udp/239.253.254.91:8000
四川卫视,http://112.226.228.106:22222/udp/239.253.254.180:8000
天津卫视,http://112.226.228.106:22222/udp/239.253.254.89:8000
云南卫视,http://112.226.228.106:22222/udp/239.253.254.196:8000
浙江卫视,http://112.226.228.106:22222/udp/239.253.254.84:8000
重庆卫视,http://112.226.228.106:22222/udp/239.253.254.38:8000
