央视,#genre#
山东教育卫视,http://121.233.191.119:4022/rtp/239.49.0.235:8000
山东卫视,http://121.233.191.119:4022/rtp/239.49.1.37:6000
山西卫视,http://121.233.191.119:4022/rtp/239.49.1.51:6000
陕西卫视,http://121.233.191.119:4022/rtp/239.49.0.233:8000
深圳卫视,http://121.233.191.119:4022/rtp/239.49.1.59:6000
四川卫视,http://121.233.191.119:4022/rtp/239.49.1.43:6000
天津卫视,http://121.233.191.119:4022/rtp/239.49.1.46:6000
西藏卫视,http://121.233.191.119:4022/rtp/239.49.0.245:8000
新疆卫视,http://121.233.191.119:4022/rtp/239.49.0.178:8000
云南卫视,http://121.233.191.119:4022/rtp/239.49.0.147:8000
云南卫视,http://121.233.191.119:4022/rtp/239.49.1.235:6000
浙江卫视,http://121.233.191.119:4022/rtp/239.49.1.34:6000
重庆卫视,http://121.233.191.119:4022/rtp/239.49.1.42:6000
湖南卫视HD,http://117.86.48.47:7777/rtp/239.49.8.12:9418
湖南卫视HD,http://117.86.48.47:7777/rtp/239.49.8.142:6000
江苏卫视HD,http://117.86.48.47:7777/rtp/239.49.8.16:9602
江苏卫视HD,http://117.86.48.47:7777/rtp/239.49.8.138:6000
浙江卫视HD,http://117.86.48.47:7777/rtp/239.49.8.20:9618
浙江卫视HD,http://117.86.48.47:7777/rtp/239.49.8.139:6000
东方卫视HD,http://117.86.48.47:7777/rtp/239.49.8.17:9606
东方卫视HD,http://117.86.48.47:7777/rtp/239.49.8.140:6000
深圳卫视HD,http://117.86.48.47:7777/rtp/239.49.8.15:9430
深圳卫视HD,http://117.86.48.47:7777/rtp/239.49.8.145:6000
四川卫视HD,http://117.86.48.47:7777/rtp/239.49.8.110:8000
安徽卫视HD,http://117.86.48.47:7777/rtp/239.49.8.80:8000
安徽卫视HD,http://117.86.48.47:7777/rtp/239.49.8.204:6000
北京卫视HD,http://117.86.48.47:7777/rtp/239.49.8.11:9414
北京卫视HD,http://117.86.48.47:7777/rtp/239.49.8.141:6000
东南卫视HD,http://117.86.48.47:7777/rtp/239.49.8.112:8000
广东卫视HD,http://117.86.48.47:7777/rtp/239.49.8.13:9422
广东卫视HD,http://117.86.48.47:7777/rtp/239.49.8.143:6000
重庆卫视HD,http://117.86.48.47:7777/rtp/239.49.8.57:9830
重庆卫视HD,http://117.86.48.47:7777/rtp/239.49.8.149:6000
广西卫视HD,http://117.86.48.47:7777/rtp/239.49.8.10:8000
贵州卫视HD,http://117.86.48.47:7777/rtp/239.49.8.49:8000
海南卫视HD,http://117.86.48.47:7777/rtp/239.49.8.83:8000
河北卫视HD,http://117.86.48.47:7777/rtp/239.49.8.114:8000
河北卫视HD,http://117.86.48.47:7777/rtp/239.49.8.188:6000
河南卫视HD,http://117.86.48.47:7777/rtp/239.49.8.29:8000
湖北卫视HD,http://117.86.48.47:7777/rtp/239.49.8.8:9632
湖北卫视HD,http://117.86.48.47:7777/rtp/239.49.8.147:6000
吉林卫视HD,http://117.86.48.47:7777/rtp/239.49.8.113:8000
江西卫视HD,http://117.86.48.47:7777/rtp/239.49.8.111:8000
江西卫视HD,http://117.86.48.47:7777/rtp/239.49.8.185:6000
辽宁卫视HD,http://117.86.48.47:7777/rtp/239.49.8.48:8000
宁夏卫视HD,http://117.86.48.47:7777/rtp/239.49.1.60:8000
青海卫视HD,http://117.86.48.47:7777/rtp/239.49.0.81:8000
三沙卫视HD,http://117.86.48.47:7777/rtp/239.49.0.167:8000
山东卫视HD,http://117.86.48.47:7777/rtp/239.49.8.7:9306
山东卫视HD,http://117.86.48.47:7777/rtp/239.49.8.146:6000
山西卫视HD,http://117.86.48.47:7777/rtp/239.49.1.55:8000
陕西卫视HD,http://117.86.48.47:7777/rtp/239.49.1.74:8000
天津卫视HD,http://117.86.48.47:7777/rtp/239.49.8.35:8620
天津卫视HD,http://117.86.48.47:7777/rtp/239.49.8.148:6000
甘肃卫视HD,http://117.86.48.47:7777/rtp/239.49.0.250:8000
西藏卫视HD,http://117.86.48.47:7777/rtp/239.49.1.56:8000
新疆卫视HD,http://117.86.48.47:7777/rtp/239.49.1.57:8000
云南卫视HD,http://117.86.48.47:7777/rtp/239.49.0.177:8000
兵团卫视HD,http://117.86.48.47:7777/rtp/239.49.1.58:8000
内蒙古卫视HD,http://117.86.48.47:7777/rtp/239.49.1.75:8000
黑龙江卫视HD,http://117.86.48.47:7777/rtp/239.49.8.14:9426
黑龙江卫视HD,http://117.86.48.47:7777/rtp/239.49.8.144:6000
山东教育卫视HD,http://117.86.48.47:7777/rtp/239.49.0.252:8000
安徽卫视,http://117.86.48.47:7777/rtp/239.49.1.36:6000
北京卫视,http://117.86.48.47:7777/rtp/239.49.1.33:6000
兵团卫视,http://117.86.48.47:7777/rtp/239.49.0.240:8000
东方卫视,http://117.86.48.47:7777/rtp/239.49.1.32:6000
东南卫视,http://117.86.48.47:7777/rtp/239.49.1.45:6000
甘肃卫视,http://117.86.48.47:7777/rtp/239.49.0.172:8000
广东卫视,http://117.86.48.47:7777/rtp/239.49.1.39:6000
广西卫视,http://117.86.48.47:7777/rtp/239.49.1.40:6000
贵州卫视,http://117.86.48.47:7777/rtp/239.49.1.52:6000
海南卫视,http://117.86.48.47:7777/rtp/239.49.1.41:6000
河北卫视,http://117.86.48.47:7777/rtp/239.49.0.170:8000
河南卫视,http://117.86.48.47:7777/rtp/239.49.1.44:6000
黑龙江卫视,http://117.86.48.47:7777/rtp/239.49.1.50:6000
湖北卫视,http://117.86.48.47:7777/rtp/239.49.1.48:6000
湖南卫视,http://117.86.48.47:7777/rtp/239.49.1.38:6000
吉林卫视,http://117.86.48.47:7777/rtp/239.49.1.49:6000
江苏卫视,http://117.86.48.47:7777/rtp/239.49.1.16:6000
江西卫视,http://117.86.48.47:7777/rtp/239.49.1.47:6000
辽宁卫视,http://117.86.48.47:7777/rtp/239.49.1.35:6000
内蒙古卫视,http://117.86.48.47:7777/rtp/239.49.0.180:8000
宁夏卫视,http://117.86.48.47:7777/rtp/239.49.0.171:8000
青海卫视,http://117.86.48.47:7777/rtp/239.49.1.53:6000
三沙卫视,http://117.86.48.47:7777/rtp/239.49.0.165:8000
厦门卫视,http://117.86.48.47:7777/rtp/239.49.0.230:8000
山东教育卫视,http://117.86.48.47:7777/rtp/239.49.0.235:8000
山东卫视,http://117.86.48.47:7777/rtp/239.49.1.37:6000
山西卫视,http://117.86.48.47:7777/rtp/239.49.1.51:6000
陕西卫视,http://117.86.48.47:7777/rtp/239.49.0.233:8000
深圳卫视,http://117.86.48.47:7777/rtp/239.49.1.59:6000
四川卫视,http://117.86.48.47:7777/rtp/239.49.1.43:6000
天津卫视,http://117.86.48.47:7777/rtp/239.49.1.46:6000
西藏卫视,http://117.86.48.47:7777/rtp/239.49.0.245:8000
新疆卫视,http://117.86.48.47:7777/rtp/239.49.0.178:8000
云南卫视,http://117.86.48.47:7777/rtp/239.49.0.147:8000
云南卫视,http://117.86.48.47:7777/rtp/239.49.1.235:6000
浙江卫视,http://117.86.48.47:7777/rtp/239.49.1.34:6000
重庆卫视,http://117.86.48.47:7777/rtp/239.49.1.42:6000
